tid	target_chembl_id	pref_name	tax_id	organism	target_type	uniprot	gene_symbol	prot_fam
104598	CHEMBL2069161	Probable G-protein coupled receptor 142	9606	Homo sapiens	SINGLE PROTEIN	Q7Z601	GPR142	other
104599	CHEMBL2069162	Probable G-protein coupled receptor 142	10090	Mus musculus	SINGLE PROTEIN	Q7TQN9	GPR142	other
104600	CHEMBL2069163	Dual specificity testis-specific protein kinase 2	9606	Homo sapiens	SINGLE PROTEIN	Q96S53	TESK2	other
104601	CHEMBL2069164	Lysine-specific demethylase 6A	9606	Homo sapiens	SINGLE PROTEIN	O15550	KDM6A	other
104602	CHEMBL2073661	Multidrug resistance-associated protein 6	9606	Homo sapiens	SINGLE PROTEIN	O95255	ABCC6	other
104603	CHEMBL2073662	Solute carrier family 22 member 2	10090	Mus musculus	SINGLE PROTEIN	O70577	SLC22A2	other
104604	CHEMBL2073663	Monocarboxylate transporter 4	9606	Homo sapiens	SINGLE PROTEIN	O15427	SLC16A3	other
104605	CHEMBL2073664	Solute carrier family 22 member 1	10090	Mus musculus	SINGLE PROTEIN	O08966	SLC22A1	other
104606	CHEMBL2073665	Solute carrier family 22 member 5	10090	Mus musculus	SINGLE PROTEIN	Q9Z0E8	SLC22A5	other
104609	CHEMBL2073668	Solute carrier family 22 member 4	9606	Homo sapiens	SINGLE PROTEIN	Q9H015	SLC22A4	other
104611	CHEMBL2073670	Solute carrier family 22 member 1	10116	Rattus norvegicus	SINGLE PROTEIN	Q63089	SLC22A1	other
104612	CHEMBL2073671	Solute carrier family 22 member 7	10116	Rattus norvegicus	SINGLE PROTEIN	Q5RLM2	SLC22A7	other
104613	CHEMBL2073672	Solute carrier family 22 member 8	10090	Mus musculus	SINGLE PROTEIN	O88909	SLC22A8	other
104614	CHEMBL2073673	Solute carrier family 22 member 3	9606	Homo sapiens	SINGLE PROTEIN	O75751	SLC22A3	other
104617	CHEMBL2073676	Canalicular multispecific organic anion transporter 1	10116	Rattus norvegicus	SINGLE PROTEIN	Q63120	ABCC2	other
104620	CHEMBL2073679	Solute carrier organic anion transporter family member 4A1	9606	Homo sapiens	SINGLE PROTEIN	Q96BD0	SLCO4A1	other
104622	CHEMBL2073681	Canalicular multispecific organic anion transporter 1	10090	Mus musculus	SINGLE PROTEIN	Q8VI47	ABCC2	other
104625	CHEMBL2073684	Solute carrier family 22 member 3	10090	Mus musculus	SINGLE PROTEIN	Q9WTW5	SLC22A3	other
104626	CHEMBL2073685	Solute carrier organic anion transporter family member 3A1	9606	Homo sapiens	SINGLE PROTEIN	Q9UIG8	SLCO3A1	other
104628	CHEMBL2073687	Multidrug resistance-associated protein 7	9606	Homo sapiens	SINGLE PROTEIN	Q5T3U5	ABCC10	other
104629	CHEMBL2073688	Solute carrier organic anion transporter family member 1C1	10090	Mus musculus	SINGLE PROTEIN	Q9ERB5	SLCO1C1	other
104631	CHEMBL2073690	Solute carrier organic anion transporter family member 4C1	9606	Homo sapiens	SINGLE PROTEIN	Q6ZQN7	SLCO4C1	other
104633	CHEMBL2073692	Solute carrier organic anion transporter family member 1A5	10116	Rattus norvegicus	SINGLE PROTEIN	O88397	SLCO1A2	other
104634	CHEMBL2073693	Solute carrier family 22 member 5	9606	Homo sapiens	SINGLE PROTEIN	O76082	SLC22A5	other
104635	CHEMBL2073694	Solute carrier family 22 member 4	10090	Mus musculus	SINGLE PROTEIN	Q9Z306	SLC22A4	other
104636	CHEMBL2073695	Bile salt export pump	10090	Mus musculus	SINGLE PROTEIN	Q9QY30	ABCB11	other
104637	CHEMBL2073696	Solute carrier organic anion transporter family member 1A1	10090	Mus musculus	SINGLE PROTEIN	Q9QXZ6	SLCO1A2	other
104638	CHEMBL2073697	Solute carrier organic anion transporter family member 1C1	9606	Homo sapiens	SINGLE PROTEIN	Q9NYB5	SLCO1C1	other
104639	CHEMBL2073698	Solute carrier organic anion transporter family member 2B1	10116	Rattus norvegicus	SINGLE PROTEIN	Q9JHI3	SLCO2B1	other
104640	CHEMBL2073699	Solute carrier organic anion transporter family member 2A1	10090	Mus musculus	SINGLE PROTEIN	Q9EPT5	SLCO2A1	other
104641	CHEMBL2073700	Solute carrier organic anion transporter family member 1A4	10090	Mus musculus	SINGLE PROTEIN	Q9EP96	SLCO1A2	other
104644	CHEMBL2073703	Solute carrier organic anion transporter family member 2A1	9606	Homo sapiens	SINGLE PROTEIN	Q92959	SLCO2A1	other
104645	CHEMBL2073704	Monocarboxylate transporter 2	9606	Homo sapiens	SINGLE PROTEIN	O60669	SLC16A7	other
104648	CHEMBL2073707	Solute carrier organic anion transporter family member 1A3	10116	Rattus norvegicus	SINGLE PROTEIN	P70502	SLCO1A2	other
104649	CHEMBL2073708	Ileal sodium/bile acid cotransporter	10090	Mus musculus	SINGLE PROTEIN	P70172	SLC10A2	other
104650	CHEMBL2073709	Monocarboxylate transporter 1	10116	Rattus norvegicus	SINGLE PROTEIN	P53987	SLC16A1	other
104653	CHEMBL2073712	Multidrug resistance-associated protein 6	10116	Rattus norvegicus	SINGLE PROTEIN	O88269	ABCC6	other
104654	CHEMBL2073713	Sodium/bile acid cotransporter	10090	Mus musculus	SINGLE PROTEIN	O08705	SLC10A1	other
104655	CHEMBL2073714	Solute carrier family 15 member 1	10090	Mus musculus	SINGLE PROTEIN	Q9JIP7	SLC15A1	other
104656	CHEMBL2073715	Solute carrier family 22 member 21	10090	Mus musculus	SINGLE PROTEIN	Q9WTN6	SLC22A5	other
104662	CHEMBL2073721	Solute carrier family 22 member 9	9606	Homo sapiens	SINGLE PROTEIN	Q8IVM8	SLC22A9	other
104663	CHEMBL2073722	Solute carrier family 22 member 16	9606	Homo sapiens	SINGLE PROTEIN	Q86VW1	SLC22A16	other
104664	CHEMBL2073723	Organic solute transporter subunit alpha	10090	Mus musculus	SINGLE PROTEIN	Q8R000	SLC51A	other
104665	CHEMBL2073724	Organic solute transporter subunit alpha	9606	Homo sapiens	SINGLE PROTEIN	Q86UW1	SLC51A	other
104666	CHEMBL2079845	GTPase NRas	9606	Homo sapiens	SINGLE PROTEIN	P01111	NRAS	other
104667	CHEMBL2079846	Son of sevenless homolog 1	9606	Homo sapiens	SINGLE PROTEIN	Q07889	SOS1	other
104670	CHEMBL2079849	Serine protease hepsin	9606	Homo sapiens	SINGLE PROTEIN	P05981	HPN	other
104671	CHEMBL2079850	Protein prune homolog	9606	Homo sapiens	SINGLE PROTEIN	Q86TP1	PRUNE1	other
104673	CHEMBL2079852	Protein-glutamine gamma-glutamyltransferase 6	9606	Homo sapiens	SINGLE PROTEIN	O95932	TGM6	other
104674	CHEMBL2079853	Protein-glutamine gamma-glutamyltransferase 2	10090	Mus musculus	SINGLE PROTEIN	P21981	TGM2	other
104677	CHEMBL2093861	Menin/Histone-lysine N-methyltransferase MLL	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q03164	KMT2A	other
104677	CHEMBL2093861	Menin/Histone-lysine N-methyltransferase MLL	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	O00255	MEN1	other
104678	CHEMBL2093862	Runt-related transcription factor 1/Core-binding factor subunit beta	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q13951	CBFB	other
104678	CHEMBL2093862	Runt-related transcription factor 1/Core-binding factor subunit beta	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q01196	RUNX1	other
104679	CHEMBL2093863	Phosphodiesterase 4	9606	Homo sapiens	PROTEIN FAMILY	Q07343	PDE4B	other
104679	CHEMBL2093863	Phosphodiesterase 4	9606	Homo sapiens	PROTEIN FAMILY	Q08499	PDE4D	other
104679	CHEMBL2093863	Phosphodiesterase 4	9606	Homo sapiens	PROTEIN FAMILY	P27815		other
104679	CHEMBL2093863	Phosphodiesterase 4	9606	Homo sapiens	PROTEIN FAMILY	Q08493	PDE4C	other
104680	CHEMBL2093864	Adrenergic receptor alpha-2	10116	Rattus norvegicus	PROTEIN FAMILY	P22086	ADRA2C	other
104680	CHEMBL2093864	Adrenergic receptor alpha-2	10116	Rattus norvegicus	PROTEIN FAMILY	P19328	ADRA2B	other
104681	CHEMBL2093865	Histone deacetylase	9606	Homo sapiens	PROTEIN FAMILY	O15379	HDAC3	other
104681	CHEMBL2093865	Histone deacetylase	9606	Homo sapiens	PROTEIN FAMILY	Q9BY41	HDAC8	other
104681	CHEMBL2093865	Histone deacetylase	9606	Homo sapiens	PROTEIN FAMILY	P56524	HDAC4	other
104681	CHEMBL2093865	Histone deacetylase	9606	Homo sapiens	PROTEIN FAMILY	Q9UQL6	HDAC5	other
104681	CHEMBL2093865	Histone deacetylase	9606	Homo sapiens	PROTEIN FAMILY	Q969S8	HDAC10	other
104681	CHEMBL2093865	Histone deacetylase	9606	Homo sapiens	PROTEIN FAMILY	Q8WUI4	HDAC7	other
104681	CHEMBL2093865	Histone deacetylase	9606	Homo sapiens	PROTEIN FAMILY	Q96DB2	HDAC11	other
104681	CHEMBL2093865	Histone deacetylase	9606	Homo sapiens	PROTEIN FAMILY	Q9UKV0	HDAC9	other
104681	CHEMBL2093865	Histone deacetylase	9606	Homo sapiens	PROTEIN FAMILY	Q13547	HDAC1	other
104681	CHEMBL2093865	Histone deacetylase	9606	Homo sapiens	PROTEIN FAMILY	Q92769	HDAC2	other
104681	CHEMBL2093865	Histone deacetylase	9606	Homo sapiens	PROTEIN FAMILY	Q9UBN7	HDAC6	other
104682	CHEMBL2093866	Estrogen receptor	9606	Homo sapiens	PROTEIN FAMILY	Q92731	ESR2	nuclear_receptor
104682	CHEMBL2093866	Estrogen receptor	9606	Homo sapiens	PROTEIN FAMILY	P03372	ESR1	nuclear_receptor
104683	CHEMBL2093867	Protein kinase C (PKC)	9606	Homo sapiens	PROTEIN FAMILY	P17252	PRKCA	kinase
104683	CHEMBL2093867	Protein kinase C (PKC)	9606	Homo sapiens	PROTEIN FAMILY	P05129	PRKCG	kinase
104683	CHEMBL2093867	Protein kinase C (PKC)	9606	Homo sapiens	PROTEIN FAMILY	Q05513	PRKCZ	kinase
104683	CHEMBL2093867	Protein kinase C (PKC)	9606	Homo sapiens	PROTEIN FAMILY	O94806	PRKD3	kinase
104683	CHEMBL2093867	Protein kinase C (PKC)	9606	Homo sapiens	PROTEIN FAMILY	P24723	PRKCH	kinase
104683	CHEMBL2093867	Protein kinase C (PKC)	9606	Homo sapiens	PROTEIN FAMILY	Q15139	PRKD1	kinase
104683	CHEMBL2093867	Protein kinase C (PKC)	9606	Homo sapiens	PROTEIN FAMILY	P41743	PRKCI	kinase
104683	CHEMBL2093867	Protein kinase C (PKC)	9606	Homo sapiens	PROTEIN FAMILY	P05771	PRKCB	kinase
104683	CHEMBL2093867	Protein kinase C (PKC)	9606	Homo sapiens	PROTEIN FAMILY	Q02156	PRKCE	kinase
104683	CHEMBL2093867	Protein kinase C (PKC)	9606	Homo sapiens	PROTEIN FAMILY	Q04759	PRKCQ	kinase
104683	CHEMBL2093867	Protein kinase C (PKC)	9606	Homo sapiens	PROTEIN FAMILY	Q05655	PRKCD	kinase
104684	CHEMBL2093868	Dopamine receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P19020	DRD3	other
104684	CHEMBL2093868	Dopamine receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P61169	DRD2	other
104685	CHEMBL2093869	Integrin alpha-IIb/beta-3	9606	Homo sapiens	PROTEIN COMPLEX	P08514	ITGA2B	other
104685	CHEMBL2093869	Integrin alpha-IIb/beta-3	9606	Homo sapiens	PROTEIN COMPLEX	P05106	ITGB3	other
104686	CHEMBL2093870	Serotonin 2 (5-HT2) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P14842	HTR2A	other
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P31644	GABRA5	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P47870	GABRB2	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P18505	GABRB1	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	O00591	GABRP	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P48169	GABRA4	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P28472	GABRB3	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P78334	GABRE	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P47869	GABRA2	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q8N1C3	GABRG1	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P18507	GABRG2	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P34903	GABRA3	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q16445	GABRA6	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P14867	GABRA1	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q9UN88	GABRQ	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	O14764	GABRD	ion channel
104688	CHEMBL2093872	GABA-A receptor; anion channel	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q99928	GABRG3	ion channel
104690	CHEMBL2094108	Protein farnesyltransferase	9606	Homo sapiens	PROTEIN COMPLEX	P49354	FNTA	other
104690	CHEMBL2094108	Protein farnesyltransferase	9606	Homo sapiens	PROTEIN COMPLEX	P49356	FNTB	other
104691	CHEMBL2094109	Muscarinic acetylcholine receptor	9606	Homo sapiens	PROTEIN FAMILY	P08172	CHRM2	other
104691	CHEMBL2094109	Muscarinic acetylcholine receptor	9606	Homo sapiens	PROTEIN FAMILY	P11229	CHRM1	other
104691	CHEMBL2094109	Muscarinic acetylcholine receptor	9606	Homo sapiens	PROTEIN FAMILY	P08173	CHRM4	other
104691	CHEMBL2094109	Muscarinic acetylcholine receptor	9606	Homo sapiens	PROTEIN FAMILY	P08912	CHRM5	other
104691	CHEMBL2094109	Muscarinic acetylcholine receptor	9606	Homo sapiens	PROTEIN FAMILY	P20309	CHRM3	other
104692	CHEMBL2094110	Neuronal acetylcholine receptor	10116	Rattus norvegicus	PROTEIN COMPLEX GROUP	P12390	CHRNB2	ion channel
104692	CHEMBL2094110	Neuronal acetylcholine receptor	10116	Rattus norvegicus	PROTEIN COMPLEX GROUP	P12389	CHRNA2	ion channel
104692	CHEMBL2094110	Neuronal acetylcholine receptor	10116	Rattus norvegicus	PROTEIN COMPLEX GROUP	P12391	CHRNB3	ion channel
104692	CHEMBL2094110	Neuronal acetylcholine receptor	10116	Rattus norvegicus	PROTEIN COMPLEX GROUP	P12392	CHRNB4	ion channel
104692	CHEMBL2094110	Neuronal acetylcholine receptor	10116	Rattus norvegicus	PROTEIN COMPLEX GROUP	P43144	CHRNA9	ion channel
104692	CHEMBL2094110	Neuronal acetylcholine receptor	10116	Rattus norvegicus	PROTEIN COMPLEX GROUP	Q9JLB5	CHRNA10	ion channel
104693	CHEMBL2094111	Adrenergic receptor alpha	10116	Rattus norvegicus	PROTEIN FAMILY	P43140	ADRA1A	other
104693	CHEMBL2094111	Adrenergic receptor alpha	10116	Rattus norvegicus	PROTEIN FAMILY	P19328	ADRA2B	other
104693	CHEMBL2094111	Adrenergic receptor alpha	10116	Rattus norvegicus	PROTEIN FAMILY	P22086	ADRA2C	other
104694	CHEMBL2094112	Angiotensin II receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P25095	AGTR1	other
104694	CHEMBL2094112	Angiotensin II receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P29089	AGTR1	other
104694	CHEMBL2094112	Angiotensin II receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P35351	AGTR2	other
104695	CHEMBL2094113	Estrogen receptor	10090	Mus musculus	PROTEIN FAMILY	P19785	ESR1	nuclear_receptor
104695	CHEMBL2094113	Estrogen receptor	10090	Mus musculus	PROTEIN FAMILY	O08537	ESR2	nuclear_receptor
104697	CHEMBL2094115	MAP kinase p38	9606	Homo sapiens	PROTEIN FAMILY	O15264	MAPK13	kinase
104697	CHEMBL2094115	MAP kinase p38	9606	Homo sapiens	PROTEIN FAMILY	Q15759	MAPK11	kinase
104697	CHEMBL2094115	MAP kinase p38	9606	Homo sapiens	PROTEIN FAMILY	P53778	MAPK12	kinase
104697	CHEMBL2094115	MAP kinase p38	9606	Homo sapiens	PROTEIN FAMILY	Q16539	MAPK14	kinase
104698	CHEMBL2094116	Serotonin 3 (5-HT3) receptor	10116	Rattus norvegicus	PROTEIN COMPLEX	P35563	HTR3A	ion channel
104699	CHEMBL2094117	Adenosine A2 receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P30543	ADORA2A	other
104700	CHEMBL2094118	Adrenergic receptor beta	9606	Homo sapiens	PROTEIN FAMILY	P13945	ADRB3	other
104700	CHEMBL2094118	Adrenergic receptor beta	9606	Homo sapiens	PROTEIN FAMILY	P07550	ADRB2	other
104700	CHEMBL2094118	Adrenergic receptor beta	9606	Homo sapiens	PROTEIN FAMILY	P08588	ADRB1	other
104701	CHEMBL2094119	Glutamate receptor ionotropic, kainate	10116	Rattus norvegicus	PROTEIN COMPLEX GROUP	P42260	GRIK2	ion channel
104701	CHEMBL2094119	Glutamate receptor ionotropic, kainate	10116	Rattus norvegicus	PROTEIN COMPLEX GROUP	Q63273	GRIK5	ion channel
104702	CHEMBL2094120	GABA-A receptor; alpha-3/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P28472	GABRB3	ion channel
104702	CHEMBL2094120	GABA-A receptor; alpha-3/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P18507	GABRG2	ion channel
104702	CHEMBL2094120	GABA-A receptor; alpha-3/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P34903	GABRA3	ion channel
104703	CHEMBL2094121	GABA-A receptor; alpha-1/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P28472	GABRB3	ion channel
104703	CHEMBL2094121	GABA-A receptor; alpha-1/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P14867	GABRA1	ion channel
104703	CHEMBL2094121	GABA-A receptor; alpha-1/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P18507	GABRG2	ion channel
104704	CHEMBL2094122	GABA-A receptor; alpha-5/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P18507	GABRG2	ion channel
104704	CHEMBL2094122	GABA-A receptor; alpha-5/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P31644	GABRA5	ion channel
104704	CHEMBL2094122	GABA-A receptor; alpha-5/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P28472	GABRB3	ion channel
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P32305	HTR7	ion channel
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P32305	HTR7	other
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P31388	HTR1D	ion channel
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P31388	HTR1D	other
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P14842	HTR2A	ion channel
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P14842	HTR2A	other
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P35364	HTR5A	ion channel
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P35364	HTR5A	other
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P28564	HTR1B	ion channel
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P28564	HTR1B	other
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P31388	HTR1A	ion channel
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P31388	HTR1A	other
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P35563	HTR3A	ion channel
104705	CHEMBL2094123	Serotonin (5-HT) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P35563	HTR3A	other
104706	CHEMBL2094124	Glutamate [NMDA] receptor	9606	Homo sapiens	PROTEIN COMPLEX GROUP	O60391	GRIN3B	ion channel
104706	CHEMBL2094124	Glutamate [NMDA] receptor	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q12879	GRIN2A	ion channel
104706	CHEMBL2094124	Glutamate [NMDA] receptor	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q14957	GRIN2C	ion channel
104706	CHEMBL2094124	Glutamate [NMDA] receptor	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q13224	GRIN2B	ion channel
104706	CHEMBL2094124	Glutamate [NMDA] receptor	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q05586	GRIN1	ion channel
104706	CHEMBL2094124	Glutamate [NMDA] receptor	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q8TCU5	GRIN3A	ion channel
104706	CHEMBL2094124	Glutamate [NMDA] receptor	9606	Homo sapiens	PROTEIN COMPLEX GROUP	O15399	GRIN2D	ion channel
104707	CHEMBL2094125	Phosphodiesterase 3	9606	Homo sapiens	PROTEIN FAMILY	Q13370	PDE3B	other
104707	CHEMBL2094125	Phosphodiesterase 3	9606	Homo sapiens	PROTEIN FAMILY	Q14432	PDE3A	other
104708	CHEMBL2094126	Cyclin-dependent kinase 2/cyclin E	9606	Homo sapiens	PROTEIN COMPLEX	P24864	CCNE1	other
104708	CHEMBL2094126	Cyclin-dependent kinase 2/cyclin E	9606	Homo sapiens	PROTEIN COMPLEX	P24864	CCNE1	kinase
104708	CHEMBL2094126	Cyclin-dependent kinase 2/cyclin E	9606	Homo sapiens	PROTEIN COMPLEX	P24941	CDK2	other
104708	CHEMBL2094126	Cyclin-dependent kinase 2/cyclin E	9606	Homo sapiens	PROTEIN COMPLEX	P24941	CDK2	kinase
104708	CHEMBL2094126	Cyclin-dependent kinase 2/cyclin E	9606	Homo sapiens	PROTEIN COMPLEX	O96020	CCNE2	other
104708	CHEMBL2094126	Cyclin-dependent kinase 2/cyclin E	9606	Homo sapiens	PROTEIN COMPLEX	O96020	CCNE2	kinase
104709	CHEMBL2094127	Cyclin-dependent kinase 1/cyclin B	9606	Homo sapiens	PROTEIN COMPLEX	O95067	CCNB2	other
104709	CHEMBL2094127	Cyclin-dependent kinase 1/cyclin B	9606	Homo sapiens	PROTEIN COMPLEX	O95067	CCNB2	kinase
104709	CHEMBL2094127	Cyclin-dependent kinase 1/cyclin B	9606	Homo sapiens	PROTEIN COMPLEX	P14635	CCNB1	other
104709	CHEMBL2094127	Cyclin-dependent kinase 1/cyclin B	9606	Homo sapiens	PROTEIN COMPLEX	P14635	CCNB1	kinase
104709	CHEMBL2094127	Cyclin-dependent kinase 1/cyclin B	9606	Homo sapiens	PROTEIN COMPLEX	P06493	CDK1	other
104709	CHEMBL2094127	Cyclin-dependent kinase 1/cyclin B	9606	Homo sapiens	PROTEIN COMPLEX	P06493	CDK1	kinase
104709	CHEMBL2094127	Cyclin-dependent kinase 1/cyclin B	9606	Homo sapiens	PROTEIN COMPLEX	Q8WWL7	CCNB3	other
104709	CHEMBL2094127	Cyclin-dependent kinase 1/cyclin B	9606	Homo sapiens	PROTEIN COMPLEX	Q8WWL7	CCNB3	kinase
104710	CHEMBL2094128	Cyclin-dependent kinase 2/cyclin A	9606	Homo sapiens	PROTEIN COMPLEX	P78396	CCNA1	other
104710	CHEMBL2094128	Cyclin-dependent kinase 2/cyclin A	9606	Homo sapiens	PROTEIN COMPLEX	P78396	CCNA1	kinase
104710	CHEMBL2094128	Cyclin-dependent kinase 2/cyclin A	9606	Homo sapiens	PROTEIN COMPLEX	P20248	CCNA2	other
104710	CHEMBL2094128	Cyclin-dependent kinase 2/cyclin A	9606	Homo sapiens	PROTEIN COMPLEX	P20248	CCNA2	kinase
104710	CHEMBL2094128	Cyclin-dependent kinase 2/cyclin A	9606	Homo sapiens	PROTEIN COMPLEX	P24941	CDK2	other
104710	CHEMBL2094128	Cyclin-dependent kinase 2/cyclin A	9606	Homo sapiens	PROTEIN COMPLEX	P24941	CDK2	kinase
104711	CHEMBL2094129	Opioid receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P33533	OPRD1	other
104711	CHEMBL2094129	Opioid receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P34975	OPRK1	other
104711	CHEMBL2094129	Opioid receptor	10116	Rattus norvegicus	PROTEIN FAMILY	Q9R0C9	SIGMAR1	other
104711	CHEMBL2094129	Opioid receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P33535	OPRM1	other
104712	CHEMBL2094130	GABA-A receptor; alpha-2/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P28472	GABRB3	ion channel
104712	CHEMBL2094130	GABA-A receptor; alpha-2/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P47869	GABRA2	ion channel
104712	CHEMBL2094130	GABA-A receptor; alpha-2/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P18507	GABRG2	ion channel
104714	CHEMBL2094132	Serotonin 3 (5-HT3) receptor	9606	Homo sapiens	PROTEIN COMPLEX GROUP	O95264	HTR3B	ion channel
104714	CHEMBL2094132	Serotonin 3 (5-HT3) receptor	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P46098	HTR3A	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	P26048	GABRA2	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	Q9JLF1	GABRQ	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	P62812	GABRA1	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	P26049	GABRA3	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	P22933	GABRD	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	P16305	GABRA6	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	Q8QZW7	GABRP	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	P27681	GABRG3	ion channel
