name	mechanism_of_action	target_moa	target_chembl_id	indication_efo_term	efo_id	max_phase_for_ind	action_type
PACRITINIB	Tyrosine-protein kinase receptor FLT3 inhibitor	FLT3	CHEMBL1974	acute myeloid leukemia	EFO:0000222	2	INHIBITOR
PACRITINIB	Tyrosine-protein kinase JAK2 inhibitor	JAK2	CHEMBL2971	Hodgkins lymphoma	EFO:0000183	2	INHIBITOR
PACRITINIB	Tyrosine-protein kinase receptor FLT3 inhibitor	FLT3	CHEMBL1974	Hodgkins lymphoma	EFO:0000183	2	INHIBITOR
PACRITINIB	Tyrosine-protein kinase JAK2 inhibitor	JAK2	CHEMBL2971	primary myelofibrosis	EFO:0002430	2	INHIBITOR
PACRITINIB	Tyrosine-protein kinase JAK2 inhibitor	JAK2	CHEMBL2971	acute graft vs. host disease	EFO:0004599	1	INHIBITOR
PACRITINIB	Tyrosine-protein kinase JAK2 inhibitor	JAK2	CHEMBL2971	chronic lymphocytic leukemia	EFO:0000095	1	INHIBITOR
PACRITINIB	Tyrosine-protein kinase JAK2 inhibitor	JAK2	CHEMBL2971	non-small cell lung carcinoma	EFO:0003060	1	INHIBITOR
PACRITINIB	Tyrosine-protein kinase receptor FLT3 inhibitor	FLT3	CHEMBL1974	Mantle cell lymphoma	EFO:1001469	2	INHIBITOR
PACRITINIB	Tyrosine-protein kinase receptor FLT3 inhibitor	FLT3	CHEMBL1974	leukemia	EFO:0000565	2	INHIBITOR
PACRITINIB	Tyrosine-protein kinase JAK2 inhibitor	JAK2	CHEMBL2971	myeloproliferative disorder	EFO:0004251	2	INHIBITOR
PACRITINIB	Tyrosine-protein kinase receptor FLT3 inhibitor	FLT3	CHEMBL1974	myeloproliferative disorder	EFO:0004251	2	INHIBITOR
PACRITINIB	Tyrosine-protein kinase receptor FLT3 inhibitor	FLT3	CHEMBL1974	colorectal carcinoma	EFO:1001951	2	INHIBITOR
PACRITINIB	Tyrosine-protein kinase JAK2 inhibitor	JAK2	CHEMBL2971	leukemia	EFO:0000565	2	INHIBITOR
PACRITINIB	Tyrosine-protein kinase receptor FLT3 inhibitor	FLT3	CHEMBL1974	acute graft vs. host disease	EFO:0004599	1	INHIBITOR
EPROTIROME	Thyroid hormone receptor beta-1 agonist	THRB	CHEMBL1947	hypercholesterolemia	HP:0003124	2	AGONIST
EPROTIROME	Thyroid hormone receptor beta-1 agonist	THRB	CHEMBL1947	familial hypercholesterolemia	EFO:0004911	3	AGONIST
DARAPLADIB	LDL-associated phospholipase A2 inhibitor	PLA2G7	CHEMBL3514	atherosclerosis	EFO:0003914	3	INHIBITOR
DARAPLADIB	LDL-associated phospholipase A2 inhibitor	PLA2G7	CHEMBL3514	diabetic retinopathy	EFO:0003770	2	INHIBITOR
DARAPLADIB	LDL-associated phospholipase A2 inhibitor	PLA2G7	CHEMBL3514	acute coronary syndrome	EFO:0005672	3	INHIBITOR
CICLESONIDE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	chronic obstructive pulmonary disease	EFO:0000341	2	AGONIST
CICLESONIDE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	allergic rhinitis	EFO:0005854	3	AGONIST
CICLESONIDE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	obstructive lung disease	HP:0006536	4	AGONIST
CICLESONIDE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Rhinitis, Allergic, Perennial	EFO:1001417	3	AGONIST
CICLESONIDE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	seasonal allergic rhinitis	EFO:0003956	3	AGONIST
CICLESONIDE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	asthma	EFO:0000270	4	AGONIST
CICLESONIDE	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	Nasal obstruction	HP:0001742	4	AGONIST
GLASDEGIB	Smoothened homolog antagonist	SMO	CHEMBL5971	acute myeloid leukemia	EFO:0000222	3	ANTAGONIST
GLASDEGIB	Smoothened homolog antagonist	SMO	CHEMBL5971	acute graft vs. host disease	EFO:0004599	1	ANTAGONIST
GLASDEGIB	Smoothened homolog antagonist	SMO	CHEMBL5971	myelodysplastic syndrome	EFO:0000198	1	ANTAGONIST
CANAGLIFLOZIN	Sodium/glucose cotransporter 2 inhibitor	SLC5A2	CHEMBL3884	diabetes mellitus	EFO:0000400	1	INHIBITOR
CANAGLIFLOZIN	Sodium/glucose cotransporter 2 inhibitor	SLC5A2	CHEMBL3884	diabetic nephropathy	EFO:0000401	3	INHIBITOR
CANAGLIFLOZIN	Sodium/glucose cotransporter 2 inhibitor	SLC5A2	CHEMBL3884	type II diabetes mellitus	EFO:0001360	4	INHIBITOR
CANAGLIFLOZIN	Sodium/glucose cotransporter 2 inhibitor	SLC5A2	CHEMBL3884	obesity	EFO:0001073	2	INHIBITOR
CANAGLIFLOZIN	Sodium/glucose cotransporter 2 inhibitor	SLC5A2	CHEMBL3884	type I diabetes mellitus	EFO:0001359	2	INHIBITOR
NETUPITANT	Neurokinin 1 receptor antagonist	TACR1	CHEMBL249	Chemotherapy-induced nausea and vomiting	EFO:0006911	3	ANTAGONIST
NETUPITANT	Neurokinin 1 receptor antagonist	TACR1	CHEMBL249	Chemotherapy-induced nausea and vomiting	EFO:0006911	4	ANTAGONIST
NETUPITANT	Neurokinin 1 receptor antagonist	TACR1	CHEMBL249	breast carcinoma	EFO:0000305	3	ANTAGONIST
AFEGOSTAT	Beta-glucocerebrosidase stabiliser	GBA	CHEMBL2179	Gaucher disease	Orphanet:355	2	STABILISER
BAFETINIB	Tyrosine-protein kinase Lyn inhibitor	LYN	CHEMBL3905	prostate carcinoma	EFO:0001663	2	INHIBITOR
BAFETINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	prostate carcinoma	EFO:0001663	2	INHIBITOR
BAFETINIB	Tyrosine-protein kinase ABL inhibitor	ABL1	CHEMBL1862	chronic lymphocytic leukemia	EFO:0000095	2	INHIBITOR
BAFETINIB	Tyrosine-protein kinase Lyn inhibitor	LYN	CHEMBL3905	chronic lymphocytic leukemia	EFO:0000095	2	INHIBITOR
BREMELANOTIDE	Melanocortin receptor 3 agonist	MC3R	CHEMBL4644	sexual dysfunction	EFO:0004714	3	AGONIST
BREMELANOTIDE	Melanocortin receptor 4 agonist	MC4R	CHEMBL259	sexual dysfunction	EFO:0004714	3	AGONIST
BREMELANOTIDE	Melanocortin receptor 1 agonist	MC1R	CHEMBL3795	sexual dysfunction	EFO:0004714	3	AGONIST
SB-705498	Vanilloid receptor antagonist	TRPV1	CHEMBL4794	pain	EFO:0003843	2	ANTAGONIST
SB-705498	Vanilloid receptor antagonist	TRPV1	CHEMBL4794	irritable bowel syndrome	EFO:0000555	2	ANTAGONIST
SB-705498	Vanilloid receptor antagonist	TRPV1	CHEMBL4794	atopic eczema	EFO:0000274	1	ANTAGONIST
SB-705498	Vanilloid receptor antagonist	TRPV1	CHEMBL4794	migraine disorder	EFO:0003821	2	ANTAGONIST
TELATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	gastric carcinoma	EFO:0000178	2	INHIBITOR
TELATINIB	Platelet-derived growth factor receptor beta inhibitor	PDGFRB	CHEMBL1913	gastric carcinoma	EFO:0000178	2	INHIBITOR
TELATINIB	Vascular endothelial growth factor receptor 2 inhibitor	KDR	CHEMBL279	gastric carcinoma	EFO:0000178	2	INHIBITOR
TELATINIB	Vascular endothelial growth factor receptor 3 inhibitor	FLT4	CHEMBL1955	gastric carcinoma	EFO:0000178	2	INHIBITOR
SOLABEGRON	Beta-3 adrenergic receptor agonist	ADRB3	CHEMBL246	overactive bladder	EFO:1000781	2	AGONIST
VELUSETRAG	Serotonin 4 (5-HT4) receptor agonist	HTR4	CHEMBL1875	gastroparesis	EFO:1000948	2	AGONIST
VELUSETRAG	Serotonin 4 (5-HT4) receptor agonist	HTR4	CHEMBL1875	Alzheimers disease	EFO:0000249	1	AGONIST
VELUSETRAG	Serotonin 4 (5-HT4) receptor agonist	HTR4	CHEMBL1875	constipation	HP:0002019	2	AGONIST
MIRABEGRON	Beta-3 adrenergic receptor agonist	ADRB3	CHEMBL246	overactive bladder	EFO:1000781	4	AGONIST
MIRABEGRON	Beta-3 adrenergic receptor agonist	ADRB3	CHEMBL246	heart failure	EFO:0003144	2	AGONIST
MIRABEGRON	Beta-3 adrenergic receptor agonist	ADRB3	CHEMBL246	pain	EFO:0003843	2	AGONIST
MIRABEGRON	Beta-3 adrenergic receptor agonist	ADRB3	CHEMBL246	left ventricular hypertrophy	EFO:0003896	2	AGONIST
MIRABEGRON	Beta-3 adrenergic receptor agonist	ADRB3	CHEMBL246	Urinary incontinence	HP:0000020	3	AGONIST
MIRABEGRON	Beta-3 adrenergic receptor agonist	ADRB3	CHEMBL246	Neurogenic bladder	HP:0000011	2	AGONIST
MIRABEGRON	Beta-3 adrenergic receptor agonist	ADRB3	CHEMBL246	liver disease	EFO:0001421	1	AGONIST
MIRABEGRON	Beta-3 adrenergic receptor agonist	ADRB3	CHEMBL246	chronic interstitial cystitis	EFO:1000869	3	AGONIST
NALUZOTAN	Serotonin 1a (5-HT1a) receptor agonist	HTR1A	CHEMBL214	temporal lobe epilepsy	EFO:0000773	2	AGONIST
BIVALIRUDIN	Thrombin inhibitor	F2	CHEMBL204	intermediate coronary syndrome	EFO:1000985	4	INHIBITOR
BIVALIRUDIN	Thrombin inhibitor	F2	CHEMBL204	Recurrent thrombophlebitis	HP:0004419	4	INHIBITOR
BIVALIRUDIN	Thrombin inhibitor	F2	CHEMBL204	abnormality of blood and blood-forming tissues	HP:0001871	3	INHIBITOR
BIVALIRUDIN	Thrombin inhibitor	F2	CHEMBL204	aortic stenosis	EFO:0000266	3	INHIBITOR
BIVALIRUDIN	Thrombin inhibitor	F2	CHEMBL204	Venous thrombosis	HP:0004936	2	INHIBITOR
BIVALIRUDIN	Thrombin inhibitor	F2	CHEMBL204	deep vein thrombosis	EFO:0003907	2	INHIBITOR
BIVALIRUDIN	Thrombin inhibitor	F2	CHEMBL204	myocardial infarction	EFO:0000612	3	INHIBITOR
BIVALIRUDIN	Thrombin inhibitor	F2	CHEMBL204	coronary artery disease	EFO:0000378	3	INHIBITOR
BIVALIRUDIN	Thrombin inhibitor	F2	CHEMBL204	hemorrhage	MP:0001914	3	INHIBITOR
BIVALIRUDIN	Thrombin inhibitor	F2	CHEMBL204	acute coronary syndrome	EFO:0005672	3	INHIBITOR
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	MALT lymphoma	EFO:0000191	1	AGONIST
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	macroglobulinemia	EFO:0002616	1	AGONIST
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	chronic lymphocytic leukemia	EFO:0000095	1	AGONIST
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	breast neoplasm	EFO:0003869	2	AGONIST
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	melanoma	EFO:0000756	2	AGONIST
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	neoplasm of mature B-cells	EFO:0000096	2	AGONIST
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	non-Hodgkins lymphoma	EFO:0005952	2	AGONIST
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	Cutaneous T-cell lymphoma	EFO:0002913	1	AGONIST
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	Mantle cell lymphoma	EFO:1001469	2	AGONIST
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	diffuse large B-cell lymphoma	EFO:0000403	1	AGONIST
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	non-small cell lung carcinoma	EFO:0003060	3	AGONIST
AGATOLIMOD	Toll-like receptor 9 agonist	TLR9	CHEMBL5804	lymphoma	EFO:0000574	1	AGONIST
ARHALOFENATE	Peroxisome proliferator-activated receptor gamma modulator	PPARG	CHEMBL235	type II diabetes mellitus	EFO:0001360	2	MODULATOR
ARHALOFENATE	Solute carrier family 22 member 12 inhibitor	SLC22A12	CHEMBL6120	gout	EFO:0004274	2	INHIBITOR
ARHALOFENATE	Peroxisome proliferator-activated receptor gamma modulator	PPARG	CHEMBL235	gout	EFO:0004274	2	MODULATOR
ARHALOFENATE	Solute carrier family 22 member 12 inhibitor	SLC22A12	CHEMBL6120	type II diabetes mellitus	EFO:0001360	2	INHIBITOR
ELINOGREL	Purinergic receptor P2Y12 antagonist	P2RY12	CHEMBL2001	myocardial infarction	EFO:0000612	2	ANTAGONIST
FOSTAMATINIB	Tyrosine-protein kinase SYK inhibitor	SYK	CHEMBL2599	rheumatoid arthritis	EFO:0000685	3	INHIBITOR
FOSTAMATINIB	Tyrosine-protein kinase SYK inhibitor	SYK	CHEMBL2599	Anemia, Hemolytic, Autoimmune	EFO:1001264	2	INHIBITOR
FOSTAMATINIB	Tyrosine-protein kinase SYK inhibitor	SYK	CHEMBL2599	lymphoid neoplasm	EFO:0001642	1	INHIBITOR
FOSTAMATINIB	Tyrosine-protein kinase SYK inhibitor	SYK	CHEMBL2599	diffuse large B-cell lymphoma	EFO:0000403	2	INHIBITOR
FOSTAMATINIB	Tyrosine-protein kinase SYK inhibitor	SYK	CHEMBL2599	IGA glomerulonephritis	EFO:0004194	2	INHIBITOR
FOSTAMATINIB	Tyrosine-protein kinase SYK inhibitor	SYK	CHEMBL2599	lymphoma	EFO:0000574	1	INHIBITOR
FOSTAMATINIB	Tyrosine-protein kinase SYK inhibitor	SYK	CHEMBL2599	ovarian carcinoma	EFO:0001075	1	INHIBITOR
PARDOPRUNOX	Serotonin 1a (5-HT1a) receptor agonist	HTR1A	CHEMBL214	Parkinson's disease	EFO:0002508	3	AGONIST
TAFAMIDIS	Transthyretin stabiliser	TTR	CHEMBL3194	cardiomyopathy	EFO:0000318	3	STABILISER
TAFAMIDIS	Transthyretin stabiliser	TTR	CHEMBL3194	Familial amyloid polyneuropathy	Orphanet:85447	3	STABILISER
TAFAMIDIS	Transthyretin stabiliser	TTR	CHEMBL3194	neuropathy	EFO:0004149	2	STABILISER
TAFAMIDIS	Transthyretin stabiliser	TTR	CHEMBL3194	Familial amyloid polyneuropathy	Orphanet:85447	2	STABILISER
TAFAMIDIS	Transthyretin stabiliser	TTR	CHEMBL3194	cardiomyopathy	EFO:0000318	3	STABILISER
DILMAPIMOD	MAP kinase p38 alpha inhibitor	MAPK14	CHEMBL260	rheumatoid arthritis	EFO:0000685	2	INHIBITOR
DILMAPIMOD	MAP kinase p38 alpha inhibitor	MAPK14	CHEMBL260	acute lung injury	EFO:0004610	2	INHIBITOR
DILMAPIMOD	MAP kinase p38 alpha inhibitor	MAPK14	CHEMBL260	chronic obstructive pulmonary disease	EFO:0000341	2	INHIBITOR
DILMAPIMOD	MAP kinase p38 alpha inhibitor	MAPK14	CHEMBL260	neuropathic pain	EFO:0005762	2	INHIBITOR
DILMAPIMOD	MAP kinase p38 alpha inhibitor	MAPK14	CHEMBL260	coronary heart disease	EFO:0001645	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	leukemia	EFO:0000565	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	breast carcinoma	EFO:0000305	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	prostate carcinoma	EFO:0001663	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	gliosarcoma	EFO:1001465	1	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	liposarcoma	EFO:0000569	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	sarcoma	EFO:0000691	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	endometrial neoplasm	EFO:0004230	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	primary myelofibrosis	EFO:0002430	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	breast neoplasm	EFO:0003869	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	non-small cell lung carcinoma	EFO:0003060	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	leiomyosarcoma	EFO:0000564	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	soft tissue sarcoma	EFO:1001968	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	lymphoma	EFO:0000574	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	myelodysplastic syndrome	EFO:0000198	2	INHIBITOR
RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	MTOR	CHEMBL2842	osteosarcoma	EFO:0000637	3	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 1 inhibitor	CDK1	CHEMBL308	breast carcinoma	EFO:0000305	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 9 inhibitor	CDK9	CHEMBL3116	chronic lymphocytic leukemia	EFO:0000095	3	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 2 inhibitor	CDK2	CHEMBL301	lymphoid leukemia	EFO:0004289	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 1 inhibitor	CDK1	CHEMBL308	acute lymphoblastic leukemia	EFO:0000220	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 9 inhibitor	CDK9	CHEMBL3116	cutaneous melanoma	EFO:0000389	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 1 inhibitor	CDK1	CHEMBL308	cutaneous melanoma	EFO:0000389	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 1 inhibitor	CDK1	CHEMBL308	lymphoid leukemia	EFO:0004289	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 9 inhibitor	CDK9	CHEMBL3116	melanoma	EFO:0000756	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 5 inhibitor	CDK5	CHEMBL4036	cutaneous melanoma	EFO:0000389	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 2 inhibitor	CDK2	CHEMBL301	breast carcinoma	EFO:0000305	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 9 inhibitor	CDK9	CHEMBL3116	multiple myeloma	EFO:0001378	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 1 inhibitor	CDK1	CHEMBL308	acute myeloid leukemia	EFO:0000222	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 5 inhibitor	CDK5	CHEMBL4036	melanoma	EFO:0000756	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 9 inhibitor	CDK9	CHEMBL3116	lymphoid leukemia	EFO:0004289	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 9 inhibitor	CDK9	CHEMBL3116	acute lymphoblastic leukemia	EFO:0000220	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 5 inhibitor	CDK5	CHEMBL4036	breast carcinoma	EFO:0000305	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 1 inhibitor	CDK1	CHEMBL308	male breast carcinoma	EFO:0006861	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 1 inhibitor	CDK1	CHEMBL308	chronic lymphocytic leukemia	EFO:0000095	3	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 2 inhibitor	CDK2	CHEMBL301	acute lymphoblastic leukemia	EFO:0000220	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 5 inhibitor	CDK5	CHEMBL4036	acute myeloid leukemia	EFO:0000222	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 5 inhibitor	CDK5	CHEMBL4036	male breast carcinoma	EFO:0006861	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 5 inhibitor	CDK5	CHEMBL4036	multiple myeloma	EFO:0001378	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 9 inhibitor	CDK9	CHEMBL3116	male breast carcinoma	EFO:0006861	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 9 inhibitor	CDK9	CHEMBL3116	breast carcinoma	EFO:0000305	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 2 inhibitor	CDK2	CHEMBL301	chronic lymphocytic leukemia	EFO:0000095	3	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 5 inhibitor	CDK5	CHEMBL4036	acute lymphoblastic leukemia	EFO:0000220	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 2 inhibitor	CDK2	CHEMBL301	male breast carcinoma	EFO:0006861	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 1 inhibitor	CDK1	CHEMBL308	multiple myeloma	EFO:0001378	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 5 inhibitor	CDK5	CHEMBL4036	chronic lymphocytic leukemia	EFO:0000095	3	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 2 inhibitor	CDK2	CHEMBL301	multiple myeloma	EFO:0001378	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 2 inhibitor	CDK2	CHEMBL301	melanoma	EFO:0000756	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 2 inhibitor	CDK2	CHEMBL301	cutaneous melanoma	EFO:0000389	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 5 inhibitor	CDK5	CHEMBL4036	lymphoid leukemia	EFO:0004289	1	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 1 inhibitor	CDK1	CHEMBL308	melanoma	EFO:0000756	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 2 inhibitor	CDK2	CHEMBL301	acute myeloid leukemia	EFO:0000222	2	INHIBITOR
DINACICLIB	Cyclin-dependent kinase 9 inhibitor	CDK9	CHEMBL3116	acute myeloid leukemia	EFO:0000222	2	INHIBITOR
VARLITINIB	Epidermal growth factor receptor erbB1 inhibitor	EGFR	CHEMBL203	gastric carcinoma	EFO:0000178	2	INHIBITOR
VARLITINIB	Receptor protein-tyrosine kinase erbB-2 inhibitor	ERBB2	CHEMBL1824	cholangiocarcinoma	EFO:0005221	2	INHIBITOR
VARLITINIB	Epidermal growth factor receptor erbB1 inhibitor	EGFR	CHEMBL203	biliary tract neoplasm	EFO:0003891	2	INHIBITOR
VARLITINIB	Epidermal growth factor receptor erbB1 inhibitor	EGFR	CHEMBL203	pancreatic carcinoma	EFO:0002618	1	INHIBITOR
VARLITINIB	Receptor protein-tyrosine kinase erbB-2 inhibitor	ERBB2	CHEMBL1824	pancreatic carcinoma	EFO:0002618	1	INHIBITOR
VARLITINIB	Receptor protein-tyrosine kinase erbB-2 inhibitor	ERBB2	CHEMBL1824	biliary tract neoplasm	EFO:0003891	2	INHIBITOR
VARLITINIB	Epidermal growth factor receptor erbB1 inhibitor	EGFR	CHEMBL203	cholangiocarcinoma	EFO:0005221	2	INHIBITOR
VARLITINIB	Receptor protein-tyrosine kinase erbB-2 inhibitor	ERBB2	CHEMBL1824	gastric carcinoma	EFO:0000178	2	INHIBITOR
ULIPRISTAL	Progesterone receptor modulator	PGR	CHEMBL208	uterine fibroid	EFO:0000731	3	MODULATOR
UDENAFIL	Phosphodiesterase 5A inhibitor	PDE5A	CHEMBL1827	vascular dementia	EFO:0004718	2	INHIBITOR
UDENAFIL	Phosphodiesterase 5A inhibitor	PDE5A	CHEMBL1827	systolic heart failure	EFO:1001207	3	INHIBITOR
UDENAFIL	Phosphodiesterase 5A inhibitor	PDE5A	CHEMBL1827	heart disease	EFO:0003777	3	INHIBITOR
UDENAFIL	Phosphodiesterase 5A inhibitor	PDE5A	CHEMBL1827	Alzheimers disease	EFO:0000249	3	INHIBITOR
UDENAFIL	Phosphodiesterase 5A inhibitor	PDE5A	CHEMBL1827	erectile dysfunction	EFO:0004234	3	INHIBITOR
UDENAFIL	Phosphodiesterase 5A inhibitor	PDE5A	CHEMBL1827	diastolic heart failure	EFO:1000899	3	INHIBITOR
UDENAFIL	Phosphodiesterase 5A inhibitor	PDE5A	CHEMBL1827	liver disease	EFO:0001421	1	INHIBITOR
UDENAFIL	Phosphodiesterase 5A inhibitor	PDE5A	CHEMBL1827	Raynaud disease	EFO:1001145	2	INHIBITOR
UDENAFIL	Phosphodiesterase 5A inhibitor	PDE5A	CHEMBL1827	pulmonary hypertension	EFO:0001361	3	INHIBITOR
AMUVATINIB	Platelet-derived growth factor receptor alpha inhibitor	PDGFRA	CHEMBL2007	small cell lung carcinoma	EFO:0000702	2	INHIBITOR
AMUVATINIB	Hepatocyte growth factor receptor inhibitor	MET	CHEMBL3717	small cell lung carcinoma	EFO:0000702	2	INHIBITOR
AMUVATINIB	Stem cell growth factor receptor inhibitor	KIT	CHEMBL1936	small cell lung carcinoma	EFO:0000702	2	INHIBITOR
AMUVATINIB	Tyrosine-protein kinase receptor FLT3 inhibitor	FLT3	CHEMBL1974	small cell lung carcinoma	EFO:0000702	2	INHIBITOR
ATOPAXAR	Proteinase-activated receptor 1 antagonist	F2R	CHEMBL3974	acute coronary syndrome	EFO:0005672	2	ANTAGONIST
ATOPAXAR	Proteinase-activated receptor 1 antagonist	F2R	CHEMBL3974	coronary artery disease	EFO:0000378	2	ANTAGONIST
NARONAPRIDE	Serotonin 4 (5-HT4) receptor agonist	HTR4	CHEMBL1875	constipation	HP:0002019	2	AGONIST
BAVISANT	Histamine H3 receptor antagonist	HRH3	CHEMBL264	alcohol dependence	EFO:0003829	2	ANTAGONIST
LUMACAFTOR	Cystic fibrosis transmembrane conductance regulator stabiliser	CFTR	CHEMBL4051	Cystic fibrosis	Orphanet:586	4	STABILISER
LUMACAFTOR	Cystic fibrosis transmembrane conductance regulator stabiliser	CFTR	CHEMBL4051	liver disease	EFO:0001421	1	STABILISER
TRAMETINIB	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	MAP2K2	CHEMBL2964	metastatic melanoma	EFO:0002617	4	INHIBITOR
TRAMETINIB	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	MAP2K1	CHEMBL3587	metastatic melanoma	EFO:0002617	4	INHIBITOR
MAPRACORAT	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	psoriasis	EFO:0000676	1	AGONIST
MAPRACORAT	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	atopic eczema	EFO:0000274	2	AGONIST
MAPRACORAT	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	allergic conjunctivitis	EFO:0007141	2	AGONIST
MAPRACORAT	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	cataract	EFO:0001059	3	AGONIST
MAPRACORAT	Glucocorticoid receptor agonist	NR3C1	CHEMBL2034	dry eye syndrome	EFO:1000906	2	AGONIST
CERLAPIRDINE	Serotonin 6 (5-HT6) receptor antagonist	HTR6	CHEMBL3371	Alzheimers disease	EFO:0000249	2	ANTAGONIST
TIVANTINIB	Hepatocyte growth factor receptor inhibitor	MET	CHEMBL3717	malignant pleural mesothelioma	EFO:0000770	2	INHIBITOR
